Time (s), Cell Name, Value
306.555873, C082, 13.19236
334.033991, C082, 16.44584
515.86792, C082, 7.3845
541.047884, C082, 8.258653
560.232618, C082, 7.335268
3199.423136, C082, 6.24811
3208.515891, C082, 6.209709
3350.103084, C082, 6.544749
3497.6855, C082, 11.58976
3505.079609, C082, 6.580561
3538.8527, C082, 17.21113
3554.24044, C082, 16.96076
18.984881, C083, 15.78256
42.0665, C083, 10.59537
86.43116999999999, C083, 8.191087
91.22735, C083, 13.61894
174.161306, C083, 16.43565
519.664899, C083, 16.88424
532.6545620000001, C083, 7.379099
539.648997, C083, 9.895267
3202.92035, C083, 15.75138
3480.898874, C083, 10.2348
3493.189082, C083, 16.66055
3502.581599, C083, 9.696164
3552.242033, C083, 11.94351
72.242469, C084, 26.87967
115.707855, C084, 9.579139
141.487326, C084, 9.91346
344.525636, C084, 14.52373
345.824602, C084, 8.414025
348.922135, C084, 17.24519
364.509722, C084, 9.128705
3529.560104, C084, 13.42136
245.304651, C085, 18.34219
530.05663, C085, 14.90755
551.539535, C085, 14.25018
3382.37737, C085, 7.472431
25.179947, C086, 9.68919
64.548596, C086, 8.84971
109.512789, C086, 7.645153
185.752076, C086, 9.826526
220.224623, C086, 8.734861
231.415711, C086, 12.79241
343.826193, C086, 9.514532
345.924522, C086, 8.767948
350.820623, C086, 9.783543
370.704788, C086, 11.33808
533.453926, C086, 11.4927
536.15178, C086, 10.17237
3189.730858, C086, 12.20329
3268.967727, C086, 9.299025
3477.001979, C086, 13.44401
3501.982076, C086, 9.047496
3541.750392, C086, 14.26121
53.85711, C087, 6.883592
178.857566, C087, 13.19783
523.8615590000001, C087, 10.0271
3265.270673, C087, 8.423189
3506.178733, C087, 39.34985
3519.068463, C087, 12.43793
39.468569, C088, 9.39816
137.69035, C088, 27.78218
152.378653, C088, 17.77474
184.45311, C088, 8.43907
231.715473, C088, 18.96867
234.213483, C088, 11.94986
237.610778, C088, 9.587803
256.295898, C088, 8.250394
257.894625, C088, 10.04984
265.188816, C088, 12.47424
267.387065, C088, 8.96438
343.926113, C088, 7.734609
365.009324, C088, 7.956397
369.405823, C088, 23.79214
376.999775, C088, 9.037008
565.828165, C088, 11.33461
3183.635714, C088, 13.88843
3201.221703, C088, 6.107247
3201.621385, C088, 7.237269
3423.644491, C088, 5.59794
3447.525464, C088, 5.717435
3477.30174, C088, 5.866138
3542.150073, C088, 6.042722
21.882573, C089, 14.89466
23.880982, C089, 12.93709
27.578038, C089, 8.308475
69.944299, C089, 10.66049
103.817324, C089, 15.73734
108.213823, C089, 12.70703
188.449927, C089, 10.936
300.160966, C089, 13.99075
304.657385, C089, 12.89219
307.055475, C089, 11.84844
309.753327, C089, 11.83861
363.610438, C089, 10.7291
14.588382, C090, 21.95252
107.314539, C090, 16.78319
140.887803, C090, 7.447436
304.657385, C090, 8.515243
305.956351, C090, 18.93218
557.235003, C090, 8.251467
3363.492416, C090, 6.927238
3467.10986, C090, 14.5343
3470.906835, C090, 13.23795
3478.101103, C090, 6.783013
3485.894894, C090, 13.23806
3490.591152, C090, 7.930486
3522.965358, C090, 11.27904
8.393314999999999, C091, 14.96297
66.74684600000001, C091, 10.25179
220.224623, C091, 9.168202
322.443221, C091, 10.00126
323.442426, C091, 9.665584
521.763229, C091, 14.12338
554.337309, C091, 19.73108
3351.901651, C091, 9.028131
3481.598317, C091, 16.4909
3485.994814, C091, 14.03057
3490.890913, C091, 9.646724
13.789019, C092, 9.993046
43.065704, C092, 8.769746
46.163237, C092, 10.78074
63.749233, C092, 11.58894
140.687962, C092, 9.376926
158.67364, C092, 9.530687
173.062181, C092, 9.489838
178.357964, C092, 19.77232
179.357168, C092, 15.72531
184.752871, C092, 15.18718
205.136639, C092, 8.892733
212.230989, C092, 10.72402
224.621122, C092, 11.9098
238.01046, C092, 14.73259
266.987384, C092, 14.1183
276.979427, C092, 21.4818
283.174493, C092, 8.98926
292.167332, C092, 11.29702
303.258499, C092, 15.31318
317.34728, C092, 12.41837
319.945211, C092, 11.99693
328.138686, C092, 14.98534
340.428898, C092, 12.37589
351.819827, C092, 22.09059
359.813462, C092, 9.065145
372.303515, C092, 16.82334
374.301924, C092, 9.375769
519.365137, C092, 12.65628
3199.423136, C092, 22.12681
3204.119394, C092, 15.36597
3208.715732, C092, 19.44644
3366.98963, C092, 9.128616
