Time (s), Channel Name, Value
84.67019999999999, GPIO-1, 49200
84.6704, GPIO-1, 49184
84.67059999999999, GPIO-1, 49152
84.6708, GPIO-1, 49216
84.67100000000001, GPIO-1, 49104
84.6712, GPIO-1, 49040
84.67140000000001, GPIO-1, 49200
84.6716, GPIO-1, 49184
84.6718, GPIO-1, 49152
84.672, GPIO-1, 49056
84.6722, GPIO-1, 49184
84.6724, GPIO-1, 49152
84.6726, GPIO-1, 49216
84.6728, GPIO-1, 49184
84.673, GPIO-1, 49024
84.67319999999999, GPIO-1, 49216
84.6734, GPIO-1, 49152
84.67359999999999, GPIO-1, 49168
84.6738, GPIO-1, 49072
84.67400000000001, GPIO-1, 49152
84.6742, GPIO-1, 49040
84.67440000000001, GPIO-1, 49216
84.6746, GPIO-1, 49120
84.6748, GPIO-1, 49024
84.675, GPIO-1, 49216
84.6752, GPIO-1, 49104
84.6754, GPIO-1, 49184
84.6756, GPIO-1, 49088
84.6758, GPIO-1, 49104
84.676, GPIO-1, 49040
84.67619999999999, GPIO-1, 49200
84.6764, GPIO-1, 49136
84.67659999999999, GPIO-1, 49216
84.6768, GPIO-1, 49088
84.67700000000001, GPIO-1, 49056
84.6772, GPIO-1, 49200
84.67740000000001, GPIO-1, 49184
84.6776, GPIO-1, 49152
84.6778, GPIO-1, 49056
84.678, GPIO-1, 49184
84.6782, GPIO-1, 49152
84.6784, GPIO-1, 49040
84.6786, GPIO-1, 49104
84.6788, GPIO-1, 49024
84.679, GPIO-1, 49216
84.67919999999999, GPIO-1, 49104
84.6794, GPIO-1, 49168
84.67959999999999, GPIO-1, 49056
84.6798, GPIO-1, 49120
84.68000000000001, GPIO-1, 49168
84.6802, GPIO-1, 49216
84.68040000000001, GPIO-1, 49120
84.6806, GPIO-1, 49008
84.6808, GPIO-1, 49216
84.681, GPIO-1, 49136
84.6812, GPIO-1, 49168
84.6814, GPIO-1, 49088
84.6816, GPIO-1, 49120
84.6818, GPIO-1, 49024
84.682, GPIO-1, 49216
84.68219999999999, GPIO-1, 49120
84.6824, GPIO-1, 49040
84.68259999999999, GPIO-1, 49088
84.68300000000001, GPIO-1, 49200
84.6832, GPIO-1, 49088
84.6836, GPIO-1, 49200
84.684, GPIO-1, 49152
84.6842, GPIO-1, 49040
84.6844, GPIO-1, 49104
84.6846, GPIO-1, 49040
84.6848, GPIO-1, 49216
84.685, GPIO-1, 49184
84.68519999999999, GPIO-1, 49040
84.6854, GPIO-1, 49072
84.68559999999999, GPIO-1, 49104
84.6858, GPIO-1, 49152
84.68600000000001, GPIO-1, 49216
84.6862, GPIO-1, 49104
84.68640000000001, GPIO-1, 49024
84.6866, GPIO-1, 49216
84.68680000000001, GPIO-1, 49168
84.687, GPIO-1, 49184
84.6872, GPIO-1, 49072
84.6874, GPIO-1, 49120
84.6876, GPIO-1, 49168
84.6878, GPIO-1, 49216
84.688, GPIO-1, 49120
84.68819999999999, GPIO-1, 49040
84.6884, GPIO-1, 49072
84.68859999999999, GPIO-1, 49104
84.6888, GPIO-1, 49184
84.68899999999999, GPIO-1, 49088
84.6892, GPIO-1, 49120
84.68940000000001, GPIO-1, 49040
84.6896, GPIO-1, 49200
84.68980000000001, GPIO-1, 49136
84.69, GPIO-1, 49200
84.6904, GPIO-1, 49072
84.6906, GPIO-1, 49200
84.6908, GPIO-1, 49088
84.691, GPIO-1, 49072
84.69119999999999, GPIO-1, 49200
84.69159999999999, GPIO-1, 49168
84.6918, GPIO-1, 49056
84.69199999999999, GPIO-1, 49200
84.6922, GPIO-1, 49040
84.69240000000001, GPIO-1, 49216
84.6926, GPIO-1, 49120
84.69280000000001, GPIO-1, 49024
84.693, GPIO-1, 49056
84.6932, GPIO-1, 49120
84.6934, GPIO-1, 49168
